brand,product,name,specific,hex,r,g,b,lightness,undertone,categories,source_dataset,source_file
Burt's Bees,Goodness Glows Liquid Foundation,medium sand,NA,#A17655,161,118,85,0.482353,neutral,descriptor;rock,Cosmetic Foundation Shades,allCategories.csv
Burt's Bees,Goodness Glows Liquid Foundation,rich brown,NA,#7F593A,127,89,58,0.362745,neutral,descriptor;color,Cosmetic Foundation Shades,allCategories.csv
Burt's Bees,Goodness Glows Liquid Foundation,cocoa,NA,#664B31,102,75,49,0.296078,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,soft ivory,NA,#E5B792,229,183,146,0.735294,cool,descriptor;gem;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,shell ivory,NA,#E8B698,232,182,152,0.752941,cool,gem;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,nude ivory,NA,#EDBFA1,237,191,161,0.780392,cool,skin;gem;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,rose ivory,NA,#E8BEA9,232,190,169,0.786275,cool,plant;color;gem;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,soft beige,NA,#E5B391,229,179,145,0.733333,warm,descriptor;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,buff bisque,NA,#D39E7B,211,158,123,0.654902,neutral,color;food,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,peach natural,NA,#D59E7B,213,158,123,0.658824,warm,food;skin,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,golden beige,NA,#D09F76,208,159,118,0.639216,warm,descriptor;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,bronze beige,NA,#D7A987,215,169,135,0.686275,warm,metal;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,classic beige,NA,#CF9876,207,152,118,0.637255,warm,color;compliment,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,desert beige,NA,#C8976A,200,151,106,0.6,warm,rock;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,amber beige,NA,#C6926F,198,146,111,0.605882,warm,gem;color,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,caramel,NA,#C18E62,193,142,98,0.570588,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,toffee,NA,#AB6C3E,171,108,62,0.456863,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,cocoa,NA,#A76941,167,105,65,0.454902,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,mocha,NA,#A15523,161,85,35,0.384314,neutral,drink,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,espresso,NA,#9F5424,159,84,36,0.382353,neutral,drink,Cosmetic Foundation Shades,allCategories.csv
Wet n Wild,PhotoFocus Liquid Foundation,mahogany,NA,#8E5231,142,82,49,0.37451,neutral,wood,Cosmetic Foundation Shades,allCategories.csv
Almay,Smart Shade Skintone Matching Makeup,medium meets deep,400,#DDA785,221,167,133,0.694118,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Almay,Smart Shade Skintone Matching Makeup,light,NA,#EFE1D2,239,225,210,0.880392,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Almay,Smart Shade Skintone Matching Makeup,light/medium,NA,#F5CCB9,245,204,185,0.843137,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Almay,Smart Shade Skintone Matching Makeup,medium,NA,#D2A28C,210,162,140,0.686275,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Almay,Smart Shade Skintone Matching Makeup,deep like me,500,#C79270,199,146,112,0.609804,neutral,descriptor;misc,Cosmetic Foundation Shades,allCategories.csv
Almay,Smart Shade Skintone Matching Makeup,make mine dark,600,#BA8565,186,133,101,0.562745,neutral,misc;descriptor,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,natural beige,220,#ECC29D,236,194,157,0.770588,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,ivory,110,#FEE3D2,254,227,210,0.909804,cool,gem;color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,buff,150,#F4D6B4,244,214,180,0.831373,neutral,color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,nude,200,#F5CCAE,245,204,174,0.821569,neutral,skin,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,sand beige,210,#ECCDB0,236,205,176,0.807843,warm,rock;color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,medium beige,240,#E5BA90,229,186,144,0.731373,warm,descriptor;color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,warm golden,310,#E9B88E,233,184,142,0.735294,warm,descriptor,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,true beige,320,#E4B78D,228,183,141,0.723529,warm,color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,natural tan,330,#DE9F74,222,159,116,0.662745,warm,skin;skin;color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,early tan,390,#DCA57C,220,165,124,0.67451,warm,misc;skin;color,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,toast,410,#D19660,209,150,96,0.598039,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Revlon,ColorStay Full Cover Foundation,mahogany,420,#945A3A,148,90,58,0.403922,neutral,wood,Cosmetic Foundation Shades,allCategories.csv
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,porcelain,NA,#F2DFCF,242,223,207,0.880392,cool,misc,Cosmetic Foundation Shades,allCategories.csv
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,ivory,NA,#F9D1B8,249,209,184,0.84902,cool,gem;color,Cosmetic Foundation Shades,allCategories.csv
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,light,NA,#F9D6B7,249,214,183,0.847059,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,nude,NA,#F1C5AA,241,197,170,0.805882,neutral,skin,Cosmetic Foundation Shades,allCategories.csv
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,light natural,NA,#FED7B7,254,215,183,0.856863,neutral,descriptor;skin,Cosmetic Foundation Shades,allCategories.csv
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,creamy nude,NA,#E9C7A3,233,199,163,0.776471,neutral,drink;skin,Cosmetic Foundation Shades,allCategories.csv
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,creamy vanilla,NA,#F8D6A9,248,214,169,0.817647,neutral,drink;food,Cosmetic Foundation Shades,allCategories.csv
